ts,username,platform,ms_played,conn_country,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,year,genre
2014-01-02 13:51:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),52292,DE,Cinderella Man,Eminem,Recovery,spotify:track:318d3zDZXOxJGU24epWw32,popup,popup,False,True,False,0.0,False,2014,"rap, hip hop"
2014-01-02 13:51:35+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11517,DE,Skyscraper - Chillstep Remix,Pierre Cardin,House Remixes Volume 9,spotify:track:1IypjlS0JgwP2fQuTPIzB0,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 13:55:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),222520,DE,Der durch die Scheibeboxxxer,K.I.Z,Urlaub fürs Gehirn,spotify:track:62SCAvcCm2IPcXi7USts4O,popup,trackdone,False,False,False,0.0,False,2014,german hip hop
2014-01-02 15:25:06+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),54365,DE,Abteilungsleiter der Liebe,K.I.Z,Urlaub fürs Gehirn,spotify:track:3CNC6yCslMjUdhRUcQDR4G,trackdone,endplay,False,True,False,0.0,False,2014,german hip hop
2014-01-02 18:27:40+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",235613,DE,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),spotify:track:1CmUZGtH29Kx36C1Hleqlz,,trackdone,False,False,False,0.0,False,2014,
2014-01-02 18:31:59+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",259506,DE,The Bad Touch,Bloodhound Gang,Nu Rock,spotify:track:2qONptRzQM0D3BGOgAsapI,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-02 18:34:52+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",171973,DE,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,Hefty Fine,spotify:track:0dDsidf8CCHF9WAUhxuXy4,trackdone,trackdone,False,False,False,0.0,False,2014,
2014-01-02 19:06:37+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",76625,DE,Uhn Tiss Uhn Tiss Uhn Tiss,Bloodhound Gang,Hefty Fine,spotify:track:20fsMzJXc3jLllP8HNwidN,trackdone,,False,True,False,0.0,False,2014,
2014-01-02 19:06:54+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",16739,DE,Voodoo People (Pendulum Mix),The Prodigy,Their Law the Singles 1990 - 2005,spotify:track:4IwnNqIML38mYMXGKVsScD,,,False,True,False,0.0,False,2014,"big beat, breakbeat, hardcore techno"
2014-01-02 19:10:23+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",63854,DE,All The Things She Said - Original Album Version (Edited),t.A.T.u.,t.A.T.u. - The Best,spotify:track:2yVvXAQIuYpd6PIetGYppQ,,endplay,False,True,False,0.0,False,2014,
2014-01-02 20:06:22+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),10763,DE,Radioactive,MARINA,Radioactive,spotify:track:4QXx5kujg2KQw61Edgv1Ve,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:06:24+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),2368,DE,Radioactive,Imagine Dragons,Night Visions,spotify:track:3SiIzNsxrmqBcjgz07FNra,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:06:38+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11996,DE,Radioactive,Rita Ora,ORA Deluxe,spotify:track:5WkUEAGya6TGeC5U0HDa80,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:08:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),114122,DE,Radioactive - Dubstep Remix,Dubstep Hitz,Radioactive (Dubstep Remix),spotify:track:6nBbtVwA91ZEGt8jhouE9e,popup,popup,False,True,False,0.0,False,2014,dubstep
2014-01-02 20:08:34+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),1718,DE,Bring Me To Life,Evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,popup,popup,False,True,False,0.0,False,2014,alternative metal
2014-01-02 20:08:41+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5400,DE,One More Time,Daft Punk,Discovery,spotify:track:0DiWol3AO6WpXZgp0goxAV,popup,popup,False,True,False,0.0,False,2014,"french house, electronic, electro"
2014-01-02 20:10:27+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),107169,DE,All The Things She Said - Original Album Version (Edited),t.A.T.u.,t.A.T.u. - The Best,spotify:track:2yVvXAQIuYpd6PIetGYppQ,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:10:45+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),18395,DE,Wir sind Rapid - Torhymne - Klingelton,die Mannschaft des SK Rapid 2009,Wir sind Rapid (digital Edition),spotify:track:0sIMIiEhHSPJLfkZ4O9TQp,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:11:09+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4365,DE,"ZombieNation ""Zombieland"" - Argento Remix",Argento,Miami Heat Volume One,spotify:track:4JwTY0xXtKlLzN64KKitoN,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 20:12:46+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",5055,DE,Radioactive,Kings of Leon,Come Around Sundown,spotify:track:33DxzZNm85rorgfnilllJg,clickrow,endplay,False,True,False,0.0,False,2014,modern rock
2014-01-02 20:12:50+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",4086,DE,Kernkraft 400,Zombie Nation,Kernkraft 400 Single Mixes,spotify:track:6PUzxtIHkv346yP89NzP9X,clickrow,clickrow,False,True,False,0.0,False,2014,
2014-01-02 20:13:07+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",10911,DE,Kernkraft 400 - Original Mix,Zombie Nation,Kernkraft 400 EP,spotify:track:7C7BY0Ady2WePUN427nF7L,clickrow,clickrow,False,True,False,0.0,False,2014,
2014-01-02 20:13:11+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",2321,DE,Kernkraft 400,TDK,Kernkraft 400,spotify:track:1psyJksn1esIVnI257FAxj,clickrow,clickrow,False,True,False,0.0,False,2014,happy hardcore
2014-01-02 21:15:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5201,DE,Kernkraft 400 - Zombie Nation (Dj Ellman's Bootleg),Dj Ellman,2013,spotify:track:4Kw0wEeIZXvxrG5eG8C4jV,popup,popup,False,True,False,0.0,False,2014,
2014-01-02 21:18:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),186533,DE,Dirty World,Dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,popup,trackdone,False,False,False,0.0,False,2014,"industrial metal, nu metal, industrial rock, metal"
2014-01-02 23:46:48+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),9796,DE,Only Friend,The Temperance Movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,popup,popup,False,True,False,0.0,False,2014,"blues rock, modern blues"
2014-01-02 23:49:58+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),180533,DE,Dirty World,Dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,popup,trackdone,False,False,False,0.0,False,2014,"industrial metal, nu metal, industrial rock, metal"
2014-01-02 23:50:12+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),12816,DE,Only Friend,The Temperance Movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,trackdone,popup,False,True,False,0.0,False,2014,"blues rock, modern blues"
