ts,username,platform,ms_played,conn_country,track,artist,master_metadata_album_album_name,spotify_track_uri,shuffle,skipped,offline,offline_timestamp,incognito_mode,year,genre,danceability,energy,valence,tempo,acousticness
2014-01-01 18:19:49+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),7848,DE,illegale fans,deichkind,Befehl von ganz unten,spotify:track:5zFlCKbClzDO2zxrVhyDvc,False,True,False,0.0,False,2014,german pop,,,,,
2014-01-01 18:19:53+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3250,DE,in da club,50 cent,Get Rich Or Die Tryin',spotify:track:09OO7Q2aOnwUA1as7cgiaP,False,True,False,0.0,False,2014,east coast hip hop,0.902,0.72,0.805,90.059,0.26
2014-01-01 18:20:01+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),8985,DE,berzerk,eminem,The Marshall Mathers LP2,spotify:track:06aw4JI5nYa8XBeBKVrltZ,False,True,False,0.0,False,2014,rap,,,,,
2014-01-01 18:20:07+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),6118,DE,digital love,daft punk,Discovery,spotify:track:2VEZx7NWsZ1D0eJ4uv5Fym,False,True,False,0.0,False,2014,french house,,,,,
2014-01-01 18:28:44+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),209266,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,False,False,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-01-01 18:29:34+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),50215,DE,solala,blumentopf,Wir,spotify:track:4NjEKuj6iXayWl7S3FmjY7,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-01 18:36:51+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),436696,DE,maria (i like it loud) - radio edit,scooter,Five Essentials,spotify:track:7tPASlPpOKczP1J8Iti9Ev,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-01 18:43:23+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3900,DE,bad girlfriend,theory of a deadman,Scars & Souvenirs,spotify:track:5ynWvN3bQymHVThxutO4hG,False,True,False,0.0,False,2014,post-grunge,0.504,0.957,0.676,135.013,0.00298
2014-01-01 18:43:30+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3204,DE,bück dich hoch,deichkind,Bück dich hoch,spotify:track:2zcZZTw3p9J4eU1prdfXec,False,True,False,0.0,False,2014,german pop,,,,,
2014-01-01 21:08:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),185158,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,False,True,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-01-01 21:13:02+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),302840,DE,kids,mgmt,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,False,False,False,0.0,False,2014,indie,0.451,0.931,0.172,122.961,0.00076
2014-01-01 23:35:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11142,DE,time to pretend,mgmt,Oracular Spectacular,spotify:track:4iG2gAwKXsOcijVaVXzRPW,False,True,False,0.0,False,2014,indie,,,,,
2014-01-02 12:10:01+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",98545,DE,cinderella man,eminem,Recovery,spotify:track:318d3zDZXOxJGU24epWw32,False,True,False,0.0,False,2014,rap,,,,,
2014-01-02 12:27:12+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",219013,DE,oh jonny,jan delay,Wir Kinder vom Bahnhof Soul,spotify:track:1IivtUqnUfW9jH3pM08D8U,False,False,False,0.0,False,2014,german pop,,,,,
2014-01-02 13:41:38+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),32759,DE,joker and the thief,wolfmother,Wolfmother,spotify:track:4juq76lIar8YWOLpYMXUAG,False,True,False,0.0,False,2014,stoner rock,0.264,0.78,0.456,155.376,0.0452
2014-01-02 13:41:49+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11789,DE,kids,mgmt,Oracular Spectacular,spotify:track:1jJci4qxiYcOHhQR247rEU,False,True,False,0.0,False,2014,indie,0.451,0.931,0.172,122.961,0.00076
2014-01-02 13:43:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),87933,DE,intro,nazar,Fakker Lifestyle,spotify:track:7iVRkCPOwmtPuaj9oi3q1y,False,False,False,0.0,False,2014,choral,,,,,
2014-01-02 13:43:42+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),25128,DE,ghostbuster,nazar,Fakker Lifestyle,spotify:track:7N3RoL3c0MxY6JH99ZUdPZ,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:46:23+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),32664,DE,mas techno,massiv,Meine Zeit,spotify:track:7nDj5OkIDA2HIFl5yIwXiD,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:46:27+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),4152,DE,massaka kokain 2,massiv feat. kollegah & farid bang,Eine Kugel reicht nicht,spotify:track:6rtIfQsXTnBEYbCxi3ZFwt,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:46:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),6445,DE,dann mit der pumpgun,haftbefehl,Azzlack Stereotyp,spotify:track:6RM6M9G6d86kWngRYVKL6J,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:46:41+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5839,DE,erinner dich,massiv,Solange mein Herz schlägt,spotify:track:5i4V7Frxji15d7P2OwGKZU,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:47:00+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),19178,DE,weißt du wie es ist,massiv,Ein Mann ein Wort,spotify:track:0kNeuKAZJcd5WcGZIqILwh,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:47:10+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),10094,DE,wir sind alle gleich,massiv,Ein Mann ein Wort,spotify:track:3MMfRrsSvOlUH3eDOOXUkX,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 13:51:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),52292,DE,cinderella man,eminem,Recovery,spotify:track:318d3zDZXOxJGU24epWw32,False,True,False,0.0,False,2014,rap,,,,,
2014-01-02 13:55:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),222520,DE,der durch die scheibeboxxxer,k.i.z,Urlaub fürs Gehirn,spotify:track:62SCAvcCm2IPcXi7USts4O,False,False,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 15:25:06+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),54365,DE,abteilungsleiter der liebe,k.i.z,Urlaub fürs Gehirn,spotify:track:3CNC6yCslMjUdhRUcQDR4G,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-02 19:06:54+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",16739,DE,voodoo people (pendulum mix),the prodigy,Their Law the Singles 1990 - 2005,spotify:track:4IwnNqIML38mYMXGKVsScD,False,True,False,0.0,False,2014,big beat,,,,,
2014-01-02 20:08:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),114122,DE,radioactive - dubstep remix,dubstep hitz,Radioactive (Dubstep Remix),spotify:track:6nBbtVwA91ZEGt8jhouE9e,False,True,False,0.0,False,2014,dubstep,,,,,
2014-01-02 20:08:34+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),1718,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,True,False,0.0,False,2014,alternative metal,,,,,
2014-01-02 20:08:41+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5400,DE,one more time,daft punk,Discovery,spotify:track:0DiWol3AO6WpXZgp0goxAV,False,True,False,0.0,False,2014,french house,0.611,0.697,0.476,122.752,0.0193
2014-01-02 20:12:46+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",5055,DE,radioactive,kings of leon,Come Around Sundown,spotify:track:33DxzZNm85rorgfnilllJg,False,True,False,0.0,False,2014,modern rock,,,,,
2014-01-02 20:13:11+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",2321,DE,kernkraft 400,tdk,Kernkraft 400,spotify:track:1psyJksn1esIVnI257FAxj,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-02 21:18:32+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),186533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,False,False,0.0,False,2014,industrial metal,,,,,
2014-01-02 23:46:48+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),9796,DE,only friend,the temperance movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,False,True,False,0.0,False,2014,blues rock,,,,,
2014-01-02 23:49:58+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),180533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,False,False,0.0,False,2014,industrial metal,,,,,
2014-01-02 23:50:12+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),12816,DE,only friend,the temperance movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,False,True,False,0.0,False,2014,blues rock,,,,,
2014-01-02 23:55:53+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),129282,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,True,False,0.0,False,2014,alternative metal,,,,,
2014-01-03 00:04:21+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),5154,DE,bück dich hoch,deichkind,Bück dich hoch,spotify:track:2zcZZTw3p9J4eU1prdfXec,False,True,False,0.0,False,2014,german pop,,,,,
2014-01-03 00:07:21+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),180533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,False,False,0.0,False,2014,industrial metal,,,,,
2014-01-03 00:07:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),3993,DE,only friend,the temperance movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,False,True,False,0.0,False,2014,blues rock,,,,,
2014-01-03 00:10:45+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),200480,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,False,False,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-01-03 00:13:31+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),166364,DE,voodoo people (pendulum mix),the prodigy,Their Law the Singles 1990 - 2005,spotify:track:4IwnNqIML38mYMXGKVsScD,False,True,False,0.0,False,2014,big beat,,,,,
2014-01-03 14:45:41+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),208449,DE,nessaja,scooter,20 Years of Hardcore,spotify:track:4kFmRFE9YzjKnUCbXQKnag,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 14:49:27+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),225981,DE,how much is the fish?,scooter,20 Years of Hardcore,spotify:track:5ZWaKJbfubYzuG1OBaIDiD,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 14:52:24+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),177321,DE,army of hardcore,scooter,20 Years of Hardcore,spotify:track:0VrcSz0x4eKl9FvpL9Wb5h,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 17:18:34+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",180533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,False,False,0.0,False,2014,industrial metal,,,,,
2014-01-03 17:20:06+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",24891,DE,only friend,the temperance movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,False,True,False,0.0,False,2014,blues rock,,,,,
2014-01-03 20:45:58+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),234766,DE,move your ass!,scooter,20 Years of Hardcore,spotify:track:6URIg8HunaBwBOZb8ymmwW,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 20:49:30+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),222105,DE,maria (i like it loud),scooter,20 Years of Hardcore,spotify:track:7LHrwoTDiASsfXm58OGirc,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 20:52:49+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),198965,DE,maria (i like it loud) - r.i.o. radio edit,scooter,20 Years of Hardcore,spotify:track:5caHe2b0IvKHhqzO3IXLlF,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 20:56:25+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),215506,DE,weekend!,scooter,20 Years of Hardcore,spotify:track:1K68dHzsB7HLqRYBEq00pw,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 20:56:36+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),11734,DE,the question is what is the question?,scooter,20 Years of Hardcore,spotify:track:0dEUdptrttDvLSWlDa8EvI,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 21:00:11+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),215506,DE,weekend!,scooter,20 Years of Hardcore,spotify:track:1K68dHzsB7HLqRYBEq00pw,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 21:03:57+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),226304,DE,the question is what is the question?,scooter,20 Years of Hardcore,spotify:track:0dEUdptrttDvLSWlDa8EvI,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 21:33:01+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),212749,DE,friends,scooter,20 Years of Hardcore,spotify:track:10mgpi81QD2NdlBCKljRR9,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-03 23:34:17+00:00,1129466889,Windows 7 (6.1.7601; x64; SP1; S),62887,DE,j'adore hardcore,scooter,20 Years of Hardcore,spotify:track:3l4JefqadTaHmE04EiCbWE,False,True,False,0.0,False,2014,happy hardcore,0.516,0.906,0.327,150.003,0.0153
2014-01-05 12:55:06+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",180533,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,False,False,0.0,False,2014,industrial metal,,,,,
2014-01-05 12:59:35+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",268786,DE,only friend,the temperance movement,The Temperance Movement,spotify:track:23czLeQvLpg5t3yflZheRg,False,False,False,0.0,False,2014,blues rock,,,,,
2014-01-05 13:07:32+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",237293,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,False,False,0.0,False,2014,alternative metal,,,,,
2014-01-05 13:10:54+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",200480,DE,last resort,papa roach,To Be Loved: The Best Of Papa Roach,spotify:track:4V05j7HDUU2bZQwDOeIySh,False,False,False,0.0,False,2014,nu metal,0.589,0.89,0.692,90.598,0.000481
2014-01-05 13:11:03+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",9752,DE,voodoo people (pendulum mix),the prodigy,Their Law the Singles 1990 - 2005,spotify:track:4IwnNqIML38mYMXGKVsScD,False,True,False,0.0,False,2014,big beat,,,,,
2014-01-05 14:05:57+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",10029,DE,mach dich aus dem staub,jennifer rostock,Mit Haut und Haar,spotify:track:0kPjRBQ3OEu9arBRmIodSN,False,True,False,0.0,False,2014,german pop,,,,,
2014-01-05 14:05:58+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",0,DE,mit freundlichen grüßen,die fantastischen vier,4:99 - Jubiläums-Edition,spotify:track:4BwQLePZSn9X2HoTwNpoLg,False,True,False,0.0,False,2014,german pop,,,,,
2014-01-05 14:05:59+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",0,DE,heart-shaped box,nirvana,Nirvana,spotify:track:6EvgWSbWmQelxrQBmhEdXh,False,True,False,0.0,False,2014,grunge,,,,,
2014-01-05 14:05:59+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",0,DE,empire state of mind [jay-z + alicia keys],jay-z,The Blueprint 3,spotify:track:69yVxyuRahEzs2taFMVVoO,False,True,False,0.0,False,2014,hip hop,,,,,
2014-01-05 14:06:18+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",17390,DE,song 2,blur,Blur: The Best Of,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,False,True,False,0.0,False,2014,britpop,,,,,
2014-01-05 14:06:22+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",3715,DE,sweet home alabama,lynyrd skynyrd,Lynyrd Skynyrd - Rock Legends,spotify:track:4X1LS2LEYxKdlvHq5oZesi,False,True,False,0.0,False,2014,southern rock,0.596,0.605,0.886,97.798,0.181
2014-01-05 14:06:31+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",9520,DE,rollin' (air raid vehicle),limp bizkit,Cool - Rock,spotify:track:2NtHnycqrON34GGxETv0C9,False,True,False,0.0,False,2014,nu metal,,,,,
2014-01-05 17:25:36+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",6941,DE,bring me to life,evanescence,Fallen,spotify:track:4CDoeHIz44HzXq3j6LkZq6,False,True,False,0.0,False,2014,alternative metal,,,,,
2014-01-05 17:25:49+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",13419,DE,my sharona,the knack,Playlist: 70s Pop,spotify:track:1FTnBp64Iy26qERGibjknm,False,True,False,0.0,False,2014,power pop,0.586,0.7,0.897,147.245,0.0589
2014-01-05 17:27:20+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",17597,DE,"right here, right now",fatboy slim,You've Come a Long Way Baby (10th Anniversary Edition),spotify:track:5kL3fvZKJ5Ua5pSqg2dkZv,False,True,False,0.0,False,2014,big beat,,,,,
2014-01-05 17:29:23+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",121533,DE,song 2,blur,Blur: The Best Of,spotify:track:3GfOAdcoc3X5GPiiXmpBjK,False,True,False,0.0,False,2014,britpop,,,,,
2014-01-05 17:29:43+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",20780,DE,damestreammukke,dame,Damestreammukke,spotify:track:2xpyEgrEkrqBWjvgCq498k,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-05 17:29:45+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",2182,DE,jetzt wird gezockt,dame,Jetzt wird gezockt (Spiele-Edition),spotify:track:608h2ewSJA0HphgkaHLZsL,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-05 17:31:15+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",88700,DE,ruf zu den waffen,dame,Jetzt wird gezockt (Spiele-Edition),spotify:track:6pQ0rQsF3MDOQoDP7JFrqD,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-05 17:32:17+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",61957,DE,12 millionen,dame,12 Millionen,spotify:track:2IhU5CqG9bVFnSM79qcZCU,False,True,False,0.0,False,2014,german hip hop,,,,,
2014-01-05 17:32:28+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",7984,DE,move your ass!,scooter,20 Years of Hardcore,spotify:track:6URIg8HunaBwBOZb8ymmwW,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 17:32:51+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",22151,DE,weekend!,scooter,20 Years of Hardcore,spotify:track:1K68dHzsB7HLqRYBEq00pw,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 17:33:38+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",46950,DE,hello! - good to be back,scooter,20 Years of Hardcore,spotify:track:4UYIYz23G0WOQoM7J65QYu,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 17:36:00+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",140061,DE,one (always hardcore),scooter,20 Years of Hardcore,spotify:track:076xVAqkadBKbU7kI7yXaV,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 17:36:04+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",4365,DE,j'adore hardcore,scooter,20 Years of Hardcore,spotify:track:3l4JefqadTaHmE04EiCbWE,False,True,False,0.0,False,2014,happy hardcore,0.516,0.906,0.327,150.003,0.0153
2014-01-05 17:39:47+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",222105,DE,maria (i like it loud),scooter,20 Years of Hardcore,spotify:track:7LHrwoTDiASsfXm58OGirc,False,False,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 17:40:22+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",35944,DE,maria (i like it loud) - r.i.o. radio edit,scooter,20 Years of Hardcore,spotify:track:5caHe2b0IvKHhqzO3IXLlF,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-05 21:30:50+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",37244,DE,smooth criminal,alien ant farm,The Ultimate Workout Collection: Blood Sweat And Tears,spotify:track:6wrdOEEUufGoGshPplymxS,False,True,False,0.0,False,2014,nu metal,0.653,0.964,0.87,126.928,0.00316
2014-01-07 15:32:50+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",165372,DE,dirty world,dope,No Regrets,spotify:track:7rDUgKnxwDlyWyPXGhQHrP,False,True,False,0.0,False,2014,industrial metal,,,,,
2014-01-07 15:33:29+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",0,DE,move your ass!,scooter,20 Years of Hardcore,spotify:track:6URIg8HunaBwBOZb8ymmwW,False,True,False,0.0,False,2014,happy hardcore,,,,,
2014-01-07 15:37:04+00:00,1129466889,"iOS 7.0.4 (iPhone6,2)",215506,DE,weekend!,scooter,20 Years of Hardcore,spotify:track:1K68dHzsB7HLqRYBEq00pw,False,False,False,0.0,False,2014,happy hardcore,,,,,
